"","X","CustomerID","Spend","Bills","Visits","Qty","FreeQty","FPD","LPD","ATV","ABS","APP","CUTLERY_spend","CUTLERy_bills","DL_spend","DL_bills","DAILYUSE_spend","DAILYUSE_bills","HOD_spend","HOD_bills","ACC_spend","ACC_bills","FURN_spend","FURN_bills","STATIONARY_spend","STATIONARY_bills","Game_spend","Game_bills","BATH_spend","BATH_bills","UK_geo_purchaser","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","k_P6$cluster"
"750",2171,15300,496.44,1,1,292,0,"2011-10-06","2011-10-06",496.44,292,1.70013698630137,148.49,1,17.4,1,58.2,1,197.05,1,33,1,0,0,42.3,1,0,0,0,0,1,"6","1","1",1
"751",2173,15303,574.02,1,1,248,0,"2011-02-22","2011-02-22",574.02,248,2.31459677419355,136.05,1,70.8,1,91.98,1,182.85,1,61.74,1,30.6,1,0,0,0,0,0,0,1,"2","3","3",3
"752",2176,15307,205.3,1,1,37,0,"2011-09-05","2011-09-05",205.3,37,5.54864864864865,19.9,1,0,0,117.3,1,50.2,1,0,0,17.9,1,0,0,0,0,0,0,1,"6","6","6",6
"753",2177,15308,310.47,1,1,175,0,"2011-03-10","2011-03-10",310.47,175,1.77411428571429,34.75,1,17.4,1,110,1,58.2,1,0,0,56.4,1,19.8,1,13.92,1,0,0,1,"2","3","3",3
"754",2180,15313,52,1,1,25,0,"2011-08-21","2011-08-21",52,25,2.08,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"755",2181,15314,327.97,1,1,313,0,"2011-05-24","2011-05-24",327.97,313,1.04782747603834,59.04,1,57.2,1,30,1,44.6,1,52.8,1,0,0,70.41,1,13.92,1,0,0,1,"5","1","1",1
"756",2183,15316,165,1,1,100,0,"2011-01-17","2011-01-17",165,100,1.65,0,0,0,0,0,0,0,0,165,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"757",2184,15318,312.62,1,1,642,0,"2011-12-06","2011-12-06",312.62,642,0.486947040498443,43.86,1,15,1,61.44,1,74.76,1,9.36,1,0,0,92.4,1,15.8,1,0,0,1,"5","1","1",1
"758",2185,15319,204.5,1,1,175,0,"2011-03-01","2011-03-01",204.5,175,1.16857142857143,34,1,0,0,0,0,62.6,1,0,0,0,0,107.9,1,0,0,0,0,1,"6","6","6",6
"759",2186,15320,267.13,1,1,326,0,"2011-10-26","2011-10-26",267.13,326,0.819417177914111,34.55,1,6.72,1,29.97,1,138.24,1,7.15,1,0,0,30.5,1,20,1,0,0,1,"5","1","1",1
"760",2188,15322,679.68,1,1,416,0,"2011-09-15","2011-09-15",679.68,416,1.63384615384615,121.3,1,109.5,1,77.2,1,164.1,1,68.86,1,72.7,1,41.9,1,24.12,1,0,0,1,"2","3","3",3
"761",2189,15325,162.29,1,1,232,0,"2011-08-28","2011-08-28",162.29,232,0.699525862068965,31.18,1,13.2,1,11.75,1,33.67,1,11.71,1,0,0,60.78,1,0,0,0,0,1,"6","1","1",1
"762",2190,15326,311.71,1,1,386,0,"2011-01-10","2011-01-10",311.71,386,0.807538860103627,41.4,1,20.91,1,43.65,1,10.08,1,27.04,1,0,0,168.63,1,0,0,0,0,1,"6","1","1",1
"763",2191,15327,208.75,1,1,116,0,"2011-10-18","2011-10-18",208.75,116,1.79956896551724,83.65,1,0,0,10.5,1,114.6,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"764",2195,15333,1028.56,1,1,344,0,"2011-05-15","2011-05-15",1028.56,344,2.99,0,0,0,0,45,1,26.25,1,55.2,1,0,0,902.11,1,0,0,0,0,1,"5","6","6",6
"765",2197,15335,173.97,1,1,80,0,"2011-10-17","2011-10-17",173.97,80,2.174625,26.65,1,15,1,12.25,1,49.9,1,44.43,1,0,0,21.59,1,4.15,1,0,0,1,"5","1","1",1
"766",2199,15341,2020.52,1,1,812,0,"2011-09-20","2011-09-20",2020.52,812,2.48832512315271,159.36,1,0,0,373.8,1,400.52,1,537,1,0,0,549.84,1,0,0,0,0,1,"5","1","1",1
"767",2200,15342,406.09,1,1,283,0,"2011-08-02","2011-08-02",406.09,283,1.43494699646643,73.8,1,17.4,1,48.36,1,147.67,1,108.78,1,0,0,10.08,1,0,0,0,0,1,"6","1","1",1
"768",2201,15343,364.5,1,1,84,0,"2011-09-13","2011-09-13",364.5,84,4.33928571428571,63,1,0,0,27.8,1,48,1,0,0,168.3,1,57.4,1,0,0,0,0,1,"6","6","6",6
"769",2203,15345,393.54,1,1,81,0,"2011-10-25","2011-10-25",393.54,81,4.85851851851852,110.6,1,14.85,1,37.46,1,67.65,1,19.8,1,143.18,1,0,0,0,0,0,0,1,"2","3","3",3
"770",2204,15346,252.42,1,1,144,0,"2011-01-11","2011-01-11",252.42,144,1.75291666666667,31.65,1,0,0,64.35,1,35.55,1,5.04,1,0,0,65.58,1,50.25,1,0,0,1,"5","1","1",1
"771",2205,15347,201.6,1,1,130,0,"2010-12-08","2010-12-08",201.6,130,1.55076923076923,0,0,0,0,145.2,1,21,1,0,0,0,0,35.4,1,0,0,0,0,1,"6","6","6",6
"772",2206,15348,158.04,1,1,84,0,"2011-09-28","2011-09-28",158.04,84,1.88142857142857,0,0,0,0,30,1,90,1,0,0,0,0,38.04,1,0,0,0,0,1,"6","6","6",6
"773",2208,15350,115.65,1,1,51,0,"2010-12-01","2010-12-01",115.65,51,2.26764705882353,0,0,0,0,14.85,1,100.8,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"774",2214,15360,427.93,1,1,223,0,"2011-10-31","2011-10-31",427.93,223,1.91896860986547,78.4,1,144,1,30,1,0,0,10.08,1,29.7,1,105.75,1,30,1,0,0,1,"2","3","3",3
"775",2215,15361,418.92,1,1,336,0,"2010-12-13","2010-12-13",418.92,336,1.24678571428571,0,0,348.72,1,0,0,70.2,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"776",2216,15363,326,1,1,144,0,"2010-12-02","2010-12-02",326,144,2.26388888888889,40.5,1,84.9,1,0,0,14.75,1,34.35,1,0,0,75,1,76.5,1,0,0,1,"5","1","1",1
"777",2221,15368,446.94,1,1,230,0,"2011-11-18","2011-11-18",446.94,230,1.94321739130435,151.2,1,0,0,0,0,295.74,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"778",2223,15372,2007.4,1,1,2924,0,"2011-07-25","2011-07-25",2007.4,2924,0.686525307797538,585.28,1,0,0,0,0,189.6,1,785.8,1,0,0,283.52,1,163.2,1,0,0,1,"5","1","1",1
"779",2225,15374,168,1,1,126,0,"2011-08-03","2011-08-03",168,126,1.33333333333333,91.8,1,0,0,51,1,25.2,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"780",2232,15385,316.88,1,1,161,0,"2011-10-30","2011-10-30",316.88,161,1.96819875776398,0,0,203.52,1,0,0,49.38,1,13.52,1,0,0,50.46,1,0,0,0,0,1,"6","6","6",6
"781",2233,15386,394.14,1,1,446,0,"2011-06-06","2011-06-06",394.14,446,0.883721973094171,85.02,1,0,0,15,1,51.9,1,10.2,1,0,0,176.82,1,55.2,1,0,0,1,"5","1","1",1
"782",2234,15388,140.54,1,1,88,0,"2011-03-14","2011-03-14",140.54,88,1.59704545454545,10.2,1,56.6,1,0,0,33.32,1,23.42,1,0,0,0,0,17,1,0,0,0,"6","6","6",6
"783",2235,15389,500,1,1,400,0,"2011-06-20","2011-06-20",500,400,1.25,0,0,0,0,0,0,500,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"784",2239,15395,107.45,1,1,17,0,"2011-01-18","2011-01-18",107.45,17,6.32058823529412,91.55,1,0,0,0,0,15.9,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"785",2240,15396,288.18,1,1,122,0,"2011-08-19","2011-08-19",288.18,122,2.36213114754098,51,1,13.3,1,50.4,1,20.4,1,108.2,1,0,0,44.88,1,0,0,0,0,1,"6","1","1",1
"786",2241,15397,94,1,1,20,0,"2011-02-23","2011-02-23",94,20,4.7,78.2,1,0,0,0,0,15.8,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"787",2246,15405,349.1,1,1,193,0,"2011-06-03","2011-06-03",349.1,193,1.80880829015544,41.7,1,112.16,1,77.7,1,102,1,0,0,0,0,15.54,1,0,0,0,0,1,"6","6","6",6
"788",2249,15408,267.18,1,1,106,0,"2011-03-20","2011-03-20",267.18,106,2.52056603773585,9.95,1,21,1,55.48,1,77.85,1,5,1,46.7,1,51.2,1,0,0,0,0,1,"2","3","3",3
"789",2252,15412,190.53,1,1,108,0,"2011-06-21","2011-06-21",190.53,108,1.76416666666667,134.54,1,5.9,1,0,0,50.09,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"790",2254,15415,572.81,1,1,575,0,"2011-01-30","2011-01-30",572.81,575,0.996191304347826,157,1,68.22,1,86.47,1,114.8,1,65.4,1,52,1,20.07,1,8.85,1,0,0,1,"2","3","3",3
"791",2256,15417,508.8,1,1,284,0,"2011-09-15","2011-09-15",508.8,284,1.79154929577465,13.2,1,17.7,1,46.8,1,0,0,410.3,1,0,0,0,0,20.8,1,0,0,1,"5","1","1",1
"792",2257,15419,135.86,1,1,230,0,"2011-11-15","2011-11-15",135.86,230,0.590695652173913,17.4,1,0,0,24.66,1,17,1,51.12,1,0,0,25.68,1,0,0,0,0,1,"5","1","1",1
"793",2259,15422,97.7,2,1,38,0,"2011-01-20","2011-01-20",48.85,19,2.57105263157895,97.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"794",2260,15423,43.5,1,1,101,0,"2011-11-01","2011-11-01",43.5,101,0.430693069306931,0,0,0,0,0,0,0,0,43.5,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"795",2261,15424,383.34,2,1,554,0,"2011-03-30","2011-03-30",191.67,277,0.691949458483754,85.5,2,0,0,42.96,2,30,1,72.18,1,0,0,152.7,2,0,0,0,0,1,"3","5","5",5
"796",2264,15428,93.78,1,1,102,0,"2011-11-24","2011-11-24",93.78,102,0.919411764705882,0,0,35.4,1,0,0,58.38,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"797",2266,15432,171.19,1,1,65,0,"2011-11-16","2011-11-16",171.19,65,2.63369230769231,0,0,0,0,37.8,1,91.29,1,0,0,11.8,1,30.3,1,0,0,0,0,1,"6","6","6",6
"798",2269,15435,149.29,1,1,54,0,"2011-11-17","2011-11-17",149.29,54,2.76462962962963,75.1,1,0,0,30.05,1,22.33,1,2.5,1,10.2,1,4.95,1,4.16,1,0,0,1,"5","1","1",1
"799",2271,15437,200.16,1,1,79,0,"2011-03-22","2011-03-22",200.16,79,2.53367088607595,52.68,1,17,1,37.45,1,58.78,1,11.5,1,3.3,1,19.45,1,0,0,0,0,1,"2","3","3",3
"800",2272,15438,156.58,1,1,59,0,"2011-07-31","2011-07-31",156.58,59,2.65389830508475,40.35,1,34.25,1,0,0,39.53,1,2.95,1,25.15,1,14.35,1,0,0,0,0,1,"2","3","3",3
"801",2274,15442,594,1,1,120,0,"2011-04-05","2011-04-05",594,120,4.95,0,0,0,0,0,0,594,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"802",2277,15445,113.5,1,1,58,0,"2011-03-20","2011-03-20",113.5,58,1.95689655172414,25.5,1,0,0,0,0,67.6,1,0,0,0,0,20.4,1,0,0,0,0,1,"6","6","6",6
"803",2278,15447,155.17,1,1,85,0,"2011-01-13","2011-01-13",155.17,85,1.82552941176471,25.5,1,55.4,1,0,0,19.8,1,36.77,1,0,0,17.7,1,0,0,0,0,1,"6","6","6",6
"804",2279,15448,494.64,1,1,232,0,"2011-01-31","2011-01-31",494.64,232,2.13206896551724,273.05,1,0,0,64.75,1,143.32,1,13.52,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"805",2281,15450,429.84,1,1,376,0,"2011-11-09","2011-11-09",429.84,376,1.1431914893617,28.2,1,41.1,1,51.6,1,165.82,1,83.52,1,0,0,59.6,1,0,0,0,0,1,"6","1","1",1
"806",2284,15454,179.1,1,1,86,0,"2010-12-12","2010-12-12",179.1,86,2.08255813953488,31.8,1,0,0,56.05,1,62.85,1,3.4,1,22.5,1,2.5,1,0,0,0,0,1,"6","1","1",1
"807",2286,15457,237.07,1,1,132,0,"2011-03-22","2011-03-22",237.07,132,1.79598484848485,29.8,1,34.65,1,26.9,1,68.64,1,71.53,1,2.6,1,2.95,1,0,0,0,0,1,"2","3","3",3
"808",2287,15458,161.64,1,1,156,0,"2011-11-14","2011-11-14",161.64,156,1.03615384615385,0,0,30,1,15,1,58.32,1,43.32,1,0,0,15,1,0,0,0,0,1,"6","1","1",1
"809",2288,15460,216.76,1,1,109,0,"2010-12-20","2010-12-20",216.76,109,1.98862385321101,80.85,1,43.31,1,43.25,1,28.9,1,7.8,1,5.1,1,2.5,1,5.05,1,0,0,1,"2","3","3",3
"810",2290,15463,126.14,1,1,106,0,"2011-11-10","2011-11-10",126.14,106,1.19,15,1,0,0,15.8,1,47.64,1,30,1,0,0,17.7,1,0,0,0,0,1,"5","1","1",1
"811",2291,15464,1048.85,1,1,350,0,"2011-01-05","2011-01-05",1048.85,350,2.99671428571429,340.8,1,87.55,1,86.59,1,185.64,1,57.57,1,156.75,1,89.4,1,44.55,1,0,0,1,"2","3","3",3
"812",2293,15466,334.53,1,1,246,0,"2011-09-15","2011-09-15",334.53,246,1.35987804878049,81.23,1,46.6,1,22.66,1,88.36,1,12.75,1,0,0,70.43,1,12.5,1,0,0,1,"5","1","1",1
"813",2295,15468,467.51,2,1,155,0,"2011-10-19","2011-10-19",233.755,77,3.0161935483871,56.7,2,49.98,1,37.65,1,218.78,1,25.2,1,45,1,34.2,1,0,0,0,0,1,"3","5","5",5
"814",2297,15471,469.48,1,1,266,0,"2011-12-07","2011-12-07",469.48,266,1.76496240601504,91.42,1,174.43,1,46.45,1,72.19,1,43.57,1,19.31,1,19.77,1,0,0,2.34,1,1,"2","3","3",3
"815",2298,15472,371.56,1,1,251,0,"2011-08-18","2011-08-18",371.56,251,1.4803187250996,19.1,1,8.79,1,1.63,1,260.76,1,30.16,1,15,1,30.17,1,5.95,1,0,0,1,"2","3","3",3
"816",2300,15475,454.11,1,1,319,0,"2011-09-23","2011-09-23",454.11,319,1.42354231974922,48.2,1,0,0,101.65,1,217.56,1,16.5,1,0,0,30,1,40.2,1,0,0,1,"5","1","1",1
"817",2302,15480,905.5,1,1,303,0,"2011-08-15","2011-08-15",905.5,303,2.98844884488449,700.5,1,32.4,1,61.7,1,31.8,1,17.7,1,0,0,61.4,1,0,0,0,0,0,"6","1","1",1
"818",2307,15488,91.32,1,1,73,0,"2011-09-08","2011-09-08",91.32,73,1.25095890410959,0,0,76.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"819",2317,15503,147.09,1,1,74,0,"2010-12-12","2010-12-12",147.09,74,1.9877027027027,49.57,1,8.15,1,16.85,1,31.2,1,15.18,1,3.75,1,21.54,1,0.85,1,0,0,1,"2","3","3",3
"820",2318,15504,52.83,1,1,33,0,"2011-09-19","2011-09-19",52.83,33,1.60090909090909,17.13,1,4.25,1,1.95,1,22.5,1,0.75,1,0,0,6.25,1,0,0,0,0,1,"6","1","1",1
"821",2321,15507,492.36,1,1,162,0,"2011-06-21","2011-06-21",492.36,162,3.03925925925926,73.05,1,0,0,53.4,1,211.45,1,57.81,1,29.25,1,62.45,1,4.95,1,0,0,1,"5","1","1",1
"822",2323,15510,250,1,1,2,0,"2011-01-13","2011-01-13",250,2,125,0,0,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0,1,"4","2","2",2
"823",2329,15517,267.03,1,1,293,0,"2011-04-20","2011-04-20",267.03,293,0.91136518771331,71.69,1,43.65,1,29,1,30.43,1,57.72,1,0,0,27.04,1,7.5,1,0,0,1,"5","1","1",1
"824",2331,15520,343.5,1,1,314,0,"2011-12-08","2011-12-08",343.5,314,1.09394904458599,15,1,0,0,30,1,253.26,1,45.24,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"825",2334,15523,412.01,1,1,132,0,"2011-09-16","2011-09-16",412.01,132,3.12128787878788,9.9,1,20,1,315,1,19.8,1,47.31,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"826",2335,15524,440,1,1,4,0,"2011-11-15","2011-11-15",440,4,110,0,0,0,0,0,0,0,0,0,0,440,1,0,0,0,0,0,0,1,"4","2","2",2
"827",2337,15526,148.44,2,1,24,0,"2011-11-06","2011-11-06",74.22,12,6.185,128.54,1,0,0,0,0,0,0,0,0,19.9,1,0,0,0,0,0,0,1,"6","6","6",6
"828",2339,15528,229.33,1,1,123,0,"2011-03-30","2011-03-30",229.33,123,1.86447154471545,37.2,1,17.5,1,4.95,1,69.01,1,18.57,1,7.95,1,74.15,1,0,0,0,0,1,"2","3","3",3
"829",2346,15537,110.92,1,1,29,0,"2011-06-29","2011-06-29",110.92,29,3.8248275862069,10,1,0,0,30.65,1,32.92,1,29.45,1,0,0,0,0,7.9,1,0,0,1,"5","1","1",1
"830",2347,15539,538.46,1,1,410,0,"2011-12-02","2011-12-02",538.46,410,1.31331707317073,21.3,1,0,0,40.35,1,209.38,1,96.96,1,0,0,149.77,1,20.7,1,0,0,1,"5","1","1",1
"831",2348,15540,213.3,1,1,200,0,"2011-11-28","2011-11-28",213.3,200,1.0665,14.85,1,17.52,1,34.8,1,55.43,1,75,1,0,0,15.7,1,0,0,0,0,1,"6","1","1",1
"832",2349,15541,85.13,1,1,49,0,"2011-08-17","2011-08-17",85.13,49,1.73734693877551,7.9,1,0,0,20.75,1,19.15,1,25.88,1,2.6,1,8.85,1,0,0,0,0,1,"6","1","1",1
"833",2350,15543,127.86,1,1,86,0,"2011-02-24","2011-02-24",127.86,86,1.48674418604651,74.05,1,3.75,1,33.71,1,1.45,1,0,0,0,0,14.9,1,0,0,0,0,1,"6","6","6",6
"834",2356,15551,436.06,1,1,218,0,"2011-11-03","2011-11-03",436.06,218,2.0002752293578,9.9,1,20.2,1,0,0,345.5,1,40.56,1,19.9,1,0,0,0,0,0,0,1,"2","3","3",3
"835",2357,15552,90.12,1,1,60,0,"2011-05-06","2011-05-06",90.12,60,1.502,33.34,1,38.73,1,1.95,1,8.5,1,0,0,0,0,5.9,1,1.7,1,0,0,1,"5","1","1",1
"836",2358,15553,437.23,1,1,451,0,"2011-10-10","2011-10-10",437.23,451,0.969467849223947,132.81,1,19.12,1,35.55,1,50.1,1,0,0,0,0,180.8,1,18.85,1,0,0,1,"5","1","1",1
"837",2359,15554,217.2,1,1,74,0,"2011-03-07","2011-03-07",217.2,74,2.93513513513514,120.6,1,0,0,25.2,1,56.1,1,0,0,15.3,1,0,0,0,0,0,0,1,"6","6","6",6
"838",2361,15556,279.77,1,1,236,0,"2011-11-15","2011-11-15",279.77,236,1.18546610169492,58.48,1,34.38,1,20.38,1,31.8,1,66.6,1,18.7,1,34.43,1,15,1,0,0,1,"2","3","3",3
"839",2362,15557,473.65,1,1,219,0,"2011-11-11","2011-11-11",473.65,219,2.16278538812785,12.45,1,193.85,1,65.4,1,199.87,1,0,0,0,0,0,0,2.08,1,0,0,1,"6","6","6",6
"840",2364,15562,134.55,1,1,39,0,"2010-12-23","2010-12-23",134.55,39,3.45,0,0,0,0,134.55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"841",2367,15567,186.01,1,1,223,0,"2011-11-21","2011-11-21",186.01,223,0.834125560538117,151.27,1,17.4,1,0,0,17.34,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"842",2375,15576,940.67,1,1,404,0,"2011-11-02","2011-11-02",940.67,404,2.32839108910891,31.4,1,418.5,1,0,0,297.84,1,20.8,1,114.96,1,57.17,1,0,0,0,0,1,"2","3","3",3
"843",2377,15578,127.1,1,1,52,0,"2011-06-30","2011-06-30",127.1,52,2.44423076923077,40.7,1,0,0,34,1,37.95,1,0,0,0,0,10.25,1,4.2,1,0,0,1,"5","1","1",1
"844",2382,15585,455.3,1,1,320,0,"2011-06-16","2011-06-16",455.3,320,1.4228125,79.2,1,36.96,1,45.05,1,259.29,1,19.8,1,0,0,15,1,0,0,0,0,1,"6","1","1",1
"845",2385,15592,388.58,1,1,354,0,"2011-10-24","2011-10-24",388.58,354,1.09768361581921,129.42,1,0,0,15,1,69.66,1,76.6,1,0,0,61.3,1,36.6,1,0,0,1,"5","1","1",1
"846",2386,15593,199.8,1,1,60,0,"2011-09-30","2011-09-30",199.8,60,3.33,154.8,1,10.2,1,0,0,0,0,34.8,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"847",2389,15597,324.57,1,1,279,0,"2011-11-04","2011-11-04",324.57,279,1.16333333333333,17.7,1,22.8,1,12.6,1,236.67,1,34.8,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"848",2390,15598,240.68,1,1,160,0,"2011-10-17","2011-10-17",240.68,160,1.50425,34.7,1,93.8,1,0,0,71.58,1,40.6,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"849",2394,15603,48.48,1,1,96,0,"2011-09-22","2011-09-22",48.48,96,0.505,48.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"850",2395,15604,216.39,1,1,159,0,"2011-10-18","2011-10-18",216.39,159,1.36094339622641,94.53,1,91.98,1,0,0,0,0,0,0,0,0,29.88,1,0,0,0,0,1,"4","2","2",2
"851",2398,15607,104.76,1,1,202,0,"2011-01-07","2011-01-07",104.76,202,0.518613861386139,4.56,1,0,0,17,1,10,1,0,0,0,0,73.2,1,0,0,0,0,1,"6","6","6",6
"852",2400,15609,298.48,1,1,148,0,"2011-06-08","2011-06-08",298.48,148,2.01675675675676,62.25,1,45,1,97.98,1,0,0,19.8,1,73.45,1,0,0,0,0,0,0,1,"2","3","3",3
"853",2401,15610,112.46,1,1,66,0,"2011-10-19","2011-10-19",112.46,66,1.70393939393939,0,0,32.34,1,0,0,0,0,80.12,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"854",2406,15619,336.4,1,1,136,0,"2011-11-29","2011-11-29",336.4,136,2.47352941176471,99.6,1,0,0,0,0,91.8,1,145,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"855",2410,15623,301.03,1,1,125,0,"2011-07-21","2011-07-21",301.03,125,2.40824,37.5,1,35.9,1,46.1,1,120.15,1,51.3,1,0,0,10.08,1,0,0,0,0,1,"6","1","1",1
"856",2417,15634,243.55,1,1,99,0,"2011-11-22","2011-11-22",243.55,99,2.46010101010101,17.7,1,15.9,1,57.45,1,107.8,1,15,1,0,0,29.7,1,0,0,0,0,1,"6","1","1",1
"857",2419,15637,223.36,1,1,128,0,"2011-10-18","2011-10-18",223.36,128,1.745,72.19,1,0,0,11.7,1,88.07,1,0,0,0,0,19.8,1,31.6,1,0,0,1,"5","1","1",1
"858",2420,15639,425.32,1,1,323,0,"2011-07-28","2011-07-28",425.32,323,1.31678018575851,16.95,1,0,0,53.79,1,241.6,1,0,0,0,0,112.98,1,0,0,0,0,1,"6","6","6",6
"859",2425,15645,612.01,1,1,256,0,"2011-11-21","2011-11-21",612.01,256,2.3906640625,58.94,1,214.05,1,87.81,1,186.31,1,37.9,1,1.58,1,25.42,1,0,0,0,0,1,"2","3","3",3
"860",2430,15652,337.74,1,1,208,0,"2011-09-09","2011-09-09",337.74,208,1.62375,26.92,1,27.9,1,57.57,1,146.55,1,38.9,1,39.9,1,0,0,0,0,0,0,1,"2","3","3",3
"861",2433,15655,560.67,1,1,324,0,"2011-04-10","2011-04-10",560.67,324,1.73046296296296,15,1,87.3,1,0,0,142.56,1,62.46,1,207.3,1,28.2,1,17.85,1,0,0,1,"2","3","3",3
"862",2435,15657,30,1,1,24,0,"2011-11-17","2011-11-17",30,24,1.25,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"863",2437,15659,306.45,1,1,111,0,"2011-10-27","2011-10-27",306.45,111,2.76081081081081,0,0,75.6,1,33,1,197.85,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"864",2440,15663,138.14,1,1,106,0,"2011-08-25","2011-08-25",138.14,106,1.30320754716981,0,0,0,0,14.04,1,97.2,1,26.9,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"865",2441,15664,386.43,1,1,157,0,"2011-10-20","2011-10-20",386.43,157,2.46133757961783,0,0,9.96,1,62,1,213.96,1,40.56,1,17.4,1,23.8,1,18.75,1,0,0,1,"2","3","3",3
"866",2443,15667,301.32,1,1,240,0,"2011-10-31","2011-10-31",301.32,240,1.2555,0,0,15,1,195.96,1,70.56,1,0,0,0,0,0,0,19.8,1,0,0,1,"6","6","6",6
"867",2444,15668,76.32,1,1,72,0,"2011-05-06","2011-05-06",76.32,72,1.06,0,0,76.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"868",2446,15670,173.05,1,1,91,0,"2011-02-16","2011-02-16",173.05,91,1.90164835164835,43.5,1,0,0,15.9,1,78.25,1,0,0,0,0,35.4,1,0,0,0,0,1,"6","6","6",6
"869",2452,15677,657.23,1,1,319,0,"2011-10-21","2011-10-21",657.23,319,2.06028213166144,266.14,1,46.6,1,66.36,1,199.65,1,0,0,15,1,44.73,1,18.75,1,0,0,1,"2","3","3",3
"870",2453,15678,352.7,1,1,184,0,"2011-10-18","2011-10-18",352.7,184,1.91684782608696,0,0,10.2,1,15.6,1,84.5,1,187.2,1,0,0,55.2,1,0,0,0,0,1,"6","1","1",1
"871",2457,15683,193.75,1,1,131,0,"2011-08-14","2011-08-14",193.75,131,1.47900763358779,52.05,1,17.4,1,10.2,1,32.7,1,20.8,1,0,0,60.6,1,0,0,0,0,1,"6","1","1",1
"872",2461,15691,136.8,1,1,72,0,"2011-04-01","2011-04-01",136.8,72,1.9,0,0,0,0,91.8,1,0,0,0,0,0,0,45,1,0,0,0,0,1,"4","2","2",2
"873",2462,15692,191.04,1,1,138,0,"2011-11-11","2011-11-11",191.04,138,1.38434782608696,0,0,87.48,1,17.4,1,86.16,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"874",2464,15695,409.98,2,1,212,0,"2011-03-18","2011-03-18",204.99,106,1.9338679245283,161.55,1,0,0,87.57,2,66.92,1,52.24,1,0,0,41.7,1,0,0,0,0,1,"3","5","5",5
"875",2466,15699,309.65,1,1,113,0,"2011-11-22","2011-11-22",309.65,113,2.74026548672566,49.42,1,29.95,1,0,0,102.38,1,0,0,76.6,1,33.6,1,17.7,1,0,0,1,"2","3","3",3
"876",2469,15703,211.5,1,1,66,0,"2011-03-20","2011-03-20",211.5,66,3.20454545454545,15,1,0,0,0,0,137.7,1,23.4,1,0,0,35.4,1,0,0,0,0,1,"6","6","6",6
"877",2471,15705,143.1,1,1,62,0,"2011-05-22","2011-05-22",143.1,62,2.30806451612903,0,0,60,1,0,0,63.6,1,0,0,0,0,19.5,1,0,0,0,0,1,"4","2","2",2
"878",2475,15709,133.25,1,1,121,0,"2011-03-01","2011-03-01",133.25,121,1.10123966942149,25.44,1,38.16,1,0,0,16.5,1,19.8,1,0,0,33.35,1,0,0,0,0,1,"6","6","6",6
"879",2480,15717,150.3,1,1,70,0,"2011-04-19","2011-04-19",150.3,70,2.14714285714286,0,0,130.5,1,0,0,0,0,19.8,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"880",2482,15720,598.73,1,1,281,0,"2011-11-15","2011-11-15",598.73,281,2.13071174377224,54.34,1,129.01,1,67.51,1,174.51,1,66.13,1,25,1,71.38,1,10.85,1,0,0,1,"2","3","3",3
